"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Source specific sound mapping: Spatial, temporal and spectral distribution of sound in the Dutch North Sea","247","0269-7491","http://dx.doi.org/10.1016/j.envpol.2019.01.119","10.1016/j.envpol.2019.01.119",NA,"Environmental Pollution","Elsevier BV","Sertlek, Hüseyin Özkan and Slabbekoorn, Hans and ten Cate, Carel and Ainslie, Michael A.","2019","apr","1143–1157","Sertlek_2019","article","10.1016/j.envpol.2019.01.119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecosystem response to increasing ambient water temperatures due to climate warming in the Sylt- Rømø Bight, northern Wadden Sea, Germany","228","0272-7714","http://dx.doi.org/10.1016/j.ecss.2019.106322","10.1016/j.ecss.2019.106322",NA,"Estuarine, Coastal and Shelf Science","Elsevier BV","Baird, Dan and Asmus, Harald and Asmus, Ragnhild and Horn, Sabine and de la Vega, Camille","2019","nov","106322","Baird_2019","article","10.1016/j.ecss.2019.106322",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt marshes for flood risk reduction: Quantifying long-term effectiveness and life-cycle costs","171","0964-5691","http://dx.doi.org/10.1016/j.ocecoaman.2019.01.010","10.1016/j.ocecoaman.2019.01.010",NA,"Ocean &amp; Coastal Management","Elsevier BV","Vuik, Vincent and Borsje, Bas W. and Willemsen, Pim W.J.M. and Jonkman, Sebastiaan N.","2019","apr","96–110","Vuik_2019","article","10.1016/j.ocecoaman.2019.01.010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sandification vs. muddification of tidal flats by benthic organisms: A flume study","228","0272-7714","http://dx.doi.org/10.1016/j.ecss.2019.106355","10.1016/j.ecss.2019.106355",NA,"Estuarine, Coastal and Shelf Science","Elsevier BV","Soissons, Laura M. and Gomes da Conceiçâo, Tatiana and Bastiaan, John and van Dalen, Jeroen and Ysebaert, Tom and Herman, Peter M.J. and Cozzoli, Francesco and Bouma, Tjeerd J.","2019","nov","106355","Soissons_2019","article","10.1016/j.ecss.2019.106355",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electronic monitoring in fisheries: Lessons from global experiences and future opportunities","21","1467-2979","http://dx.doi.org/10.1111/faf.12425","10.1111/faf.12425","1","Fish and Fisheries","Wiley","van Helmond, Aloysius T.M. and Mortensen, Lars O. and Plet‐Hansen, Kristian S. and Ulrich, Clara and Needle, Coby L. and Oesterwind, Daniel and Kindt‐Larsen, Lotte and Catchpole, Thomas and Mangi, Stephen and Zimmermann, Christopher and Olesen, Hans Jakob and Bailey, Nick and Bergsson, Heidrikur and Dalskov, Jørgen and Elson, Jon and Hosken, Malo and Peterson, Lisa and McElderry, Howard and Ruiz, Jon and Pierre, Johanna P. and Dykstra, Claude and Poos, Jan Jaap","2019","nov","162–189","van_Helmond_2019","article","10.1111/faf.12425",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Legacy PBDEs and NBFRs in sediments of the tidal River Thames using liquid chromatography coupled to a high resolution accurate mass Orbitrap mass spectrometer","658","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2018.12.268","10.1016/j.scitotenv.2018.12.268",NA,"Science of The Total Environment","Elsevier BV","Ganci, Aristide P. and Vane, Christopher H. and Abdallah, Mohamed A.-E. and Moehring, Thomas and Harrad, Stuart","2019","mar","1355–1366","Ganci_2019","article","10.1016/j.scitotenv.2018.12.268",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Birth, Growth and Death of Intertidal Soft-Sediment Bivalve Beds: No Need for Large-Scale Restoration Programs in the Dutch Wadden Sea","22","1435-0629","http://dx.doi.org/10.1007/s10021-018-0320-7","10.1007/s10021-018-0320-7","5","Ecosystems","Springer Science and Business Media LLC","van der Meer, Jaap and Dankers, Norbert and Ens, Bruno. J. and van Stralen, Marnix and Troost, Karin and Waser, Andreas M.","2018","nov","1024–1034","van_der_Meer_2018","article","10.1007/s10021-018-0320-7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Using mussel as a global bioindicator of coastal microplastic pollution","244","0269-7491","http://dx.doi.org/10.1016/j.envpol.2018.10.032","10.1016/j.envpol.2018.10.032",NA,"Environmental Pollution","Elsevier BV","Li, Jiana and Lusher, Amy L. and Rotchell, Jeanette M. and Deudero, Salud and Turra, Alexander and Bråte, Inger Lise N. and Sun, Chengjun and Shahadat Hossain, M. and Li, Qipei and Kolandhasamy, Prabhu and Shi, Huahong","2019","jan","522–533","Li_2019","article","10.1016/j.envpol.2018.10.032",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comparing the steady state results of a range of multispecies models between and across geographical areas by the use of the jacobian matrix of yield on fishing mortality rate","209","0165-7836","http://dx.doi.org/10.1016/j.fishres.2018.08.011","10.1016/j.fishres.2018.08.011",NA,"Fisheries Research","Elsevier BV","Pope, John G. and Bartolino, Valerio and Kulatska, Nataliia and Bauer, Barbara and Horbowy, Jan and Ribeiro, Joana P.C. and Sturludottir, Erla and Thorpe, Robert","2019","jan","259–270","Pope_2019","article","10.1016/j.fishres.2018.08.011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scavenger communities and fisheries waste: North Sea discards support 3 million seabirds, 2 million fewer than in 1990","21","1467-2979","http://dx.doi.org/10.1111/faf.12422","10.1111/faf.12422","1","Fish and Fisheries","Wiley","Sherley, Richard B. and Ladd‐Jones, Hannah and Garthe, Stefan and Stevenson, Olivia and Votier, Stephen C.","2019","nov","132–145","Sherley_2019","article","10.1111/faf.12422",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Glider-Compatible Optical Sensor for the Detection of Polycyclic Aromatic Hydrocarbons in the Marine Environment","6","2296-7745","http://dx.doi.org/10.3389/fmars.2019.00110","10.3389/fmars.2019.00110",NA,"Frontiers in Marine Science","Frontiers Media SA","Cyr, Frédéric and Tedetti, Marc and Besson, Florent and Bhairy, Nagib and Goutx, Madeleine","2019","mar",NA,"Cyr_2019","article","10.3389/fmars.2019.00110",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Exposure to simulated heatwave scenarios causes long-term reductions in performance in Saccharina latissima","630","1616-1599","http://dx.doi.org/10.3354/meps13133","10.3354/meps13133",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Nepper-Davidsen, J and Andersen, DT and Pedersen, MF","2019","nov","25–39","Nepper_Davidsen_2019","article","10.3354/meps13133",NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea demersal fisheries prefer specific benthic habitats","13","1932-6203","http://dx.doi.org/10.1371/journal.pone.0208338","10.1371/journal.pone.0208338","12","PLOS ONE","Public Library of Science (PLoS)","van der Reijden, Karin J. and Hintzen, Niels T. and Govers, Laura L. and Rijnsdorp, Adriaan D. and Olff, Han","2018","dec","e0208338","van_der_Reijden_2018","article","10.1371/journal.pone.0208338","Paiva, Vitor Hugo Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA
"Food quality matters: Interplay among food quality, food quantity and temperature affecting life history traits of Aurelia aurita (Cnidaria: Scyphozoa) polyps","656","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2018.11.469","10.1016/j.scitotenv.2018.11.469",NA,"Science of The Total Environment","Elsevier BV","Chi, Xupeng and Mueller-Navarra, Doerthe C. and Hylander, Samuel and Sommer, Ulrich and Javidpour, Jamileh","2019","mar","1280–1288","Chi_2019","article","10.1016/j.scitotenv.2018.11.469",NA,NA,NA,NA,NA,NA,NA,NA,NA
"From Science to Evidence – How Biodiversity Indicators Can Be Used for Effective Marine Conservation Policy and Management","6","2296-7745","http://dx.doi.org/10.3389/fmars.2019.00109","10.3389/fmars.2019.00109",NA,"Frontiers in Marine Science","Frontiers Media SA","McQuatters-Gollop, Abigail and Mitchell, Ian and Vina-Herbon, Cristina and Bedford, Jacob and Addison, Prue F. E. and Lynam, Christopher P. and Geetha, P. N. and Vermeulan, Estee Ann and Smit, Kaylee and Bayley, Daniel T. I. and Morris-Webb, Elisabeth and Niner, Holly J. and Otto, Saskia A.","2019","mar",NA,"McQuatters_Gollop_2019","article","10.3389/fmars.2019.00109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Does the European Union achieve comprehensive blue growth? Progress of EU coastal states in the Baltic and North Sea, and the Atlantic Ocean against sustainable development goal 14","106","0308-597X","http://dx.doi.org/10.1016/j.marpol.2019.103515","10.1016/j.marpol.2019.103515",NA,"Marine Policy","Elsevier BV","Rickels, Wilfried and Weigand, Christian and Grasse, Patricia and Schmidt, Jörn and Voss, Rüdiger","2019","aug","103515","Rickels_2019","article","10.1016/j.marpol.2019.103515",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catastrophic dynamics limit Atlantic cod recovery","286","1471-2954","http://dx.doi.org/10.1098/rspb.2018.2877","10.1098/rspb.2018.2877","1898","Proceedings of the Royal Society B: Biological Sciences","The Royal Society","Sguotti, Camilla and Otto, Saskia A. and Frelat, Romain and Langbehn, Tom J. and Ryberg, Marie Plambech and Lindegren, Martin and Durant, Joël M. and Chr. Stenseth, Nils and Möllmann, Christian","2019","mar","20182877","Sguotti_2019","article","10.1098/rspb.2018.2877",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The importance of underwater sounds to gadoid fishes","146","1520-8524","http://dx.doi.org/10.1121/1.5134683","10.1121/1.5134683","5","The Journal of the Acoustical Society of America","Acoustical Society of America (ASA)","Hawkins, Anthony D. and Picciulin, Marta","2019","nov","3536–3551","Hawkins_2019","article","10.1121/1.5134683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Population density and temperature correlate with long-term trends in somatic growth rates and maturation schedules of herring and sprat","14","1932-6203","http://dx.doi.org/10.1371/journal.pone.0212176","10.1371/journal.pone.0212176","3","PLOS ONE","Public Library of Science (PLoS)","Hunter, Aidan and Speirs, Douglas C. and Heath, Michael R.","2019","mar","e0212176","Hunter_2019","article","10.1371/journal.pone.0212176","MacKenzie, Brian R.",NA,NA,NA,NA,NA,NA,NA,NA
"The large-scale impact of offshore wind farm structures on pelagic primary productivity in the southern North Sea","845","1573-5117","http://dx.doi.org/10.1007/s10750-018-3653-5","10.1007/s10750-018-3653-5","1","Hydrobiologia","Springer Science and Business Media LLC","Slavik, Kaela and Lemmen, Carsten and Zhang, Wenyan and Kerimoglu, Onur and Klingbeil, Knut and Wirtz, Kai W.","2018","may","35–53","Slavik_2018","article","10.1007/s10750-018-3653-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oil pollution in the North Sea: the impact of governance measures on oil pollution over several decades","845","1573-5117","http://dx.doi.org/10.1007/s10750-018-3559-2","10.1007/s10750-018-3559-2","1","Hydrobiologia","Springer Science and Business Media LLC","Carpenter, Angela","2018","mar","109–127","Carpenter_2018","article","10.1007/s10750-018-3559-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life history traits of aquatic non-indigenous species: freshwater vs. marine habitats","14","1818-5487","http://dx.doi.org/10.3391/ai.2019.14.4.01","10.3391/ai.2019.14.4.01","4","Aquatic Invasions","Regional Euro-Asian Biological Invasions Centre Oy (REABIC)","Casties, Isabel and Briski, Elizabeta","2019",NA,"566–581","Casties_2019","article","10.3391/ai.2019.14.4.01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garbage in guano? Microplastic debris found in faecal precursors of seabirds known to ingest plastics","644","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2018.07.101","10.1016/j.scitotenv.2018.07.101",NA,"Science of The Total Environment","Elsevier BV","Provencher, J.F. and Vermaire, J.C. and Avery-Gomm, S. and Braune, B.M. and Mallory, M.L.","2018","dec","1477–1484","Provencher_2018","article","10.1016/j.scitotenv.2018.07.101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modeling of intra-annual abundance distributions: Constancy and variation in the phenology of marine phytoplankton species over five decades at Helgoland Roads (North Sea)","404","0304-3800","http://dx.doi.org/10.1016/j.ecolmodel.2019.01.001","10.1016/j.ecolmodel.2019.01.001",NA,"Ecological Modelling","Elsevier BV","Scharfe, Mirco and Wiltshire, Karen Helen","2019","jul","46–60","Scharfe_2019","article","10.1016/j.ecolmodel.2019.01.001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Requirements for a Coastal Hazards Observing System","6","2296-7745","http://dx.doi.org/10.3389/fmars.2019.00348","10.3389/fmars.2019.00348",NA,"Frontiers in Marine Science","Frontiers Media SA","Benveniste, Jérôme and Cazenave, Anny and Vignudelli, Stefano and Fenoglio-Marc, Luciana and Shah, Rashmi and Almar, Rafael and Andersen, Ole and Birol, Florence and Bonnefond, Pascal and Bouffard, Jérôme and Calafat, Francisco and Cardellach, Estel and Cipollini, Paolo and Le Cozannet, Gonéri and Dufau, Claire and Fernandes, Maria Joana and Frappart, Frédéric and Garrison, James and Gommenginger, Christine and Han, Guoqi and Høyer, Jacob L. and Kourafalou, Villy and Leuliette, Eric and Li, Zhijin and Loisel, Hubert and Madsen, Kristine S. and Marcos, Marta and Melet, Angélique and Meyssignac, Benoît and Pascual, Ananda and Passaro, Marcello and Ribó, Serni and Scharroo, Remko and Song, Y. Tony and Speich, Sabrina and Wilkin, John and Woodworth, Philip and Wöppelmann, Guy","2019","jul",NA,"Benveniste_2019","article","10.3389/fmars.2019.00348",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A synthesis of the ecosystem responses to the late 20th century cold period in the northern North Atlantic","75","1095-9289","http://dx.doi.org/10.1093/icesjms/fsy077","10.1093/icesjms/fsy077","7","ICES Journal of Marine Science","Oxford University Press (OUP)","Drinkwater, Kenneth F and Kristiansen, Trond","2018","jul","2325–2341","Drinkwater_2018","article","10.1093/icesjms/fsy077","Thurstan, Ruth",NA,NA,NA,NA,NA,NA,NA,NA
"Acute impacts of bottom trawl gears on benthic metabolism and nutrient cycling","76","1095-9289","http://dx.doi.org/10.1093/icesjms/fsz060","10.1093/icesjms/fsz060","6","ICES Journal of Marine Science","Oxford University Press (OUP)","Tiano, Justin C and Witbaard, Rob and Bergman, Magda J N and van Rijswijk, Pieter and Tramper, Anton and van Oevelen, Dick and Soetaert, Karline","2019","apr","1917–1930","Tiano_2019","article","10.1093/icesjms/fsz060","Degraer, Steven",NA,NA,NA,NA,NA,NA,NA,NA
"Herring politics: Northern Scotland’s herring fishing industry, 1660-1707","31","2052-7756","http://dx.doi.org/10.1177/0843871419878941","10.1177/0843871419878941","4","International Journal of Maritime History","SAGE Publications","Klinger, Patrick J.","2019","nov","896–913","Klinger_2019","article","10.1177/0843871419878941",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distribution of the dwarf surf clam Mulinia lateralis (Say, 1822) in the Wadden Sea after first introduction","8","2242-1300","http://dx.doi.org/10.3391/bir.2019.8.4.10","10.3391/bir.2019.8.4.10","4","BioInvasions Records","Regional Euro-Asian Biological Invasions Centre Oy (REABIC)","Klunder, Lise","2019",NA,"818–827","Klunder_2019","article","10.3391/bir.2019.8.4.10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Synchrony is more than its top-down and climatic parts: interacting Moran effects on phytoplankton in British seas","15","1553-7358","http://dx.doi.org/10.1371/journal.pcbi.1006744","10.1371/journal.pcbi.1006744","3","PLOS Computational Biology","Public Library of Science (PLoS)","Sheppard, Lawrence W. and Defriez, Emma J. and Reid, Philip C. and Reuman, Daniel C.","2019","mar","e1006744","Sheppard_2019","article","10.1371/journal.pcbi.1006744","Schreiber, Sebastian",NA,NA,NA,NA,NA,NA,NA,NA
"Ingestion of plastic by fish: A comparison of Thames Estuary and Firth of Clyde populations","137","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2018.09.054","10.1016/j.marpolbul.2018.09.054",NA,"Marine Pollution Bulletin","Elsevier BV","McGoran, Alexandra R. and Cowie, Phillip R. and Clark, Paul F. and McEvoy, James P. and Morritt, David","2018","dec","12–23","McGoran_2018","article","10.1016/j.marpolbul.2018.09.054",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Using functional responses and prey switching to quantify invasion success of the Pacific oyster, Crassostrea gigas","145","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2019.02.010","10.1016/j.marenvres.2019.02.010",NA,"Marine Environmental Research","Elsevier BV","Joyce, Patrick W.S. and Dickey, James W.E. and Cuthbert, Ross N. and Dick, Jaimie, T.A. and Kregting, Louise","2019","mar","66–72","Joyce_2019","article","10.1016/j.marenvres.2019.02.010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perspectives on using marine species as bioindicators of plastic pollution","137","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2018.10.018","10.1016/j.marpolbul.2018.10.018",NA,"Marine Pollution Bulletin","Elsevier BV","Bonanno, Giuseppe and Orlando-Bonaca, Martina","2018","dec","209–221","Bonanno_2018","article","10.1016/j.marpolbul.2018.10.018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Submesoscale dispersion of surface drifters in a coastal sea  near offshore wind farms","15","1812-0792","http://dx.doi.org/10.5194/os-15-865-2019","10.5194/os-15-865-2019","4","Ocean Science","Copernicus GmbH","Callies, Ulrich and Carrasco, Ruben and Floeter, Jens and Horstmann, Jochen and Quante, Markus","2019","jul","865–889","Callies_2019","article","10.5194/os-15-865-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plastic ingestion by marine fish in the wild","50","1547-6537","http://dx.doi.org/10.1080/10643389.2019.1631990","10.1080/10643389.2019.1631990","7","Critical Reviews in Environmental Science and Technology","Informa UK Limited","Markic, Ana and Gaertner, Jean-Claude and Gaertner-Mazouni, Nabila and Koelmans, Albert A.","2019","jul","657–697","Markic_2019","article","10.1080/10643389.2019.1631990",NA,NA,NA,NA,NA,NA,NA,NA,NA
