...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
75,9363094,Synchrony is more than its top-down and climatic parts: interacting Moran effects on phytoplankton in British seas,2019,14882172,https://sysrev.com/p/99278/article/14882172,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
76,9363095,Ingestion of plastic by fish: A comparison of Thames Estuary and Firth of Clyde populations,2018,14884555,https://sysrev.com/p/99278/article/14884555,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Plastic_ingestion,NA,Benthos|||Fish,NA,Individual,IVc,5,Estuary,NA,Field_observations_measurement|||Modelling,TRUE,FALSE,Not_tested,NA
77,9363096,"Using functional responses and prey switching to quantify invasion success of the Pacific oyster, Crassostrea gigas",2019,14881150,https://sysrev.com/p/99278/article/14881150,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
78,9363098,Perspectives on using marine species as bioindicators of plastic pollution,2018,14884015,https://sysrev.com/p/99278/article/14884015,TRUE,NA,NA,Review,Pollution,Plastic_litter,NA,Plastic_ingestion,NA,Seabirds|||Benthos|||Marine_mammals|||Fish|||Other,sea_turtles,Individual,Not_specified,Not_specified,Not_specified,NA,Review,FALSE,FALSE,Not_tested,NA
79,9363099,Submesoscale dispersion of surface drifters in a coastal sea  near offshore wind farms,2019,14883098,https://sysrev.com/p/99278/article/14883098,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_physical_water_properties,NA,Physical,NA,Not_applicable,IVb,6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
80,9363101,Wadden Sea Eutrophication: Long-Term Trends and Regional Differences,2019,14883009,https://sysrev.com/p/99278/article/14883009,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Phytoplankton|||Chemical,NA,Population,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
81,9363106,Distributions of three Alexandrium species and their toxins across a salinity gradient suggest an increasing impact of GDA producing A. pseudogonyaulax in shallow brackish waters of Northern Europe,2019,14883133,https://sysrev.com/p/99278/article/14883133,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
82,9363109,Comparing conceptual frameworks for a fish community MSY (FCMSY) using management strategy evaluation—an example from the North Sea,2019,14885823,https://sysrev.com/p/99278/article/14885823,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Community,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,FALSE,Management,NA
83,9363110,"Abundance of microplastics in the gastrointestinal tracts of the eelpout (Zoacres viviparous L.) collected in Roskilde Fjord, Denmark: Implications for use as a monitoring species under the Marine Strategy Framework Directive",2019,14883962,https://sysrev.com/p/99278/article/14883962,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
84,9363112,"Parasites of round goby, Neogobius melanostomus, currently invading the Elbe River",2019,14885834,https://sysrev.com/p/99278/article/14885834,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Other,Parasitism,Fish|||Other,Parasites,Individual,IVb,6,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
85,9363113,A data-limited approach for estimating fishing mortality rates and exploitation status of diverse target and non-target fish species impacted by mixed multispecies fisheries,2019,14881847,https://sysrev.com/p/99278/article/14881847,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation|||Fishing_incidental_or_bycatch,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
86,9363115,The importance of nonnative Pacific oyster reefs as supplementary feeding areas for coastal birds on estuary mudflats,2018,14886332,https://sysrev.com/p/99278/article/14886332,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_biomass_abundance|||Change_diversity|||Change_trophic_functioning,NA,Benthos|||Seabirds,NA,Population,IVb,5,Estuary|||Oyster_mussel_bed,NA,Modelling,TRUE,FALSE,Not_tested,NA
87,9363117,"Change in the North Sea ecosystem from the 1970s to the 2010s: great skua diets reflect changing forage fish, seabirds, and fisheries",2018,14883012,https://sysrev.com/p/99278/article/14883012,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_life_history_traits|||Change_trophic_functioning|||Change_biomass_abundance,NA,Fish|||Seabirds,NA,Population|||Community,IVa,1,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
88,9363119,Persistence in the fine-scale distribution and spatial aggregation of fishing,2018,14884607,https://sysrev.com/p/99278/article/14884607,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Destructive_fisheries_seabed,NA,Quantification_driver,NA,Not_applicable,NA,Not_applicable,IVb|||IVc,2|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
89,9363121,Long‐term sound and movement recording tags to study natural behavior and reaction to ship noise of seals,2019,14883525,https://sysrev.com/p/99278/article/14883525,TRUE,NA,NA,Primary_research_article,Pollution,Other,noise,Other,change_behavior,Marine_mammals,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
90,9363124,Can multitrophic interactions and ocean warming influence large‐scale kelp recovery?,2019,14884762,https://sysrev.com/p/99278/article/14884762,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,9363127,Infection by invasive parasites increases susceptibility of native hosts to secondary infection via modulation of cellular immunity,2019,14881946,https://sysrev.com/p/99278/article/14881946,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Other,Parasite_infection,Benthos,NA,Individual,IVb,6,Not_specified,NA,Experiment,FALSE,TRUE,Not_tested,NA
92,9363129,Mytilus spp. as sentinels for monitoring microplastic pollution in Norwegian coastal waters: A qualitative and quantitative study,2018,14885139,https://sysrev.com/p/99278/article/14885139,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Plastic_ingestion,NA,Benthos,NA,Individual,IVa,Norvegian_coast,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
93,9363133,An integrated risk-based assessment of the North Sea to guide ecosystem-based management,2019,14883272,https://sysrev.com/p/99278/article/14883272,TRUE,NA,NA,Primary_research_article,Direct_exploitation|||Pollution|||Sea_use_change|||Biological_invasion,Nutrient_input_N_P|||Oils_hydrocarbons_related|||Radioactive_substances|||Chemical_hazardous_substances||| Fishing_exploitation|||Aquaculture_related|||Civil_engineering_works|||Coastal_development|||Destructive_fisheries_seabed|||Collision_shipping|||Non_native_species_introduction|||Salinity|||pH|||Other_physical_parameter|||Mining|||Plastic_litter|||Other_litter,"noise, fishing_gear",Multiple,NA,Chemical|||Physical|||Fish|||Cephalopods|||Marine_mammals|||Seabirds,NA,Community,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Management,NA
94,9363134,"Occurrence, sources, human health impacts and mitigation of microplastic pollution",2018,14881308,https://sysrev.com/p/99278/article/14881308,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
95,9363135,The role of invasive marine plants for macrofauna nutrition in the Wadden Sea,2019,14884222,https://sysrev.com/p/99278/article/14884222,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_biomass_abundance|||Change_trophic_functioning,NA,Benthos|||Macropthytes,NA,Community,IVb,6,Not_specified,NA,Experiment,FALSE,FALSE,Not_tested,NA
96,9363137,Revealing the by-catch reducing potential of pulse trawls in the brown shrimp (crangon crangon) fishery,2019,14882128,https://sysrev.com/p/99278/article/14882128,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_biomass_abundance,NA,Benthos|||Fish,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Management,NA
97,9363138,Assessment of CO2 storage capacity based on sparse data: Skade Formation,2018,14886496,https://sysrev.com/p/99278/article/14886496,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
98,9363140,A noise impact assessment model for passive acoustic measurements of seabed gas fluxes,2019,14885954,https://sysrev.com/p/99278/article/14885954,TRUE,NA,NA,Primary_research_article,Pollution,Gas_stockage_leaking,NA,Quantification_driver,NA,Physical,NA,Not_applicable,IVa,1,Not_specified,NA,Modelling,FALSE,FALSE,Management,impact maybe change_physical_water properties?
99,9363143,"Ingestion of microplastics by fish and other prey organisms of cetaceans, exemplified for two large baleen whale species",2019,14882984,https://sysrev.com/p/99278/article/14882984,TRUE,NA,NA,Review,Pollution,Plastic_litter,NA,Bioaccumulation_TL,NA,Zooplankton|||Fish|||Marine_mammals,NA,Community,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
100,9363145,The Ability of Barotropic Models to Simulate Historical Mean Sea Level Changes from Coastal Tide Gauge Data,2019,14884275,https://sysrev.com/p/99278/article/14884275,TRUE,NA,NA,Primary_research_article,Climate_change,Sea_level_rise,NA,Change_physical_water_properties|||Change_extreme_events,NA,Physical,NA,Not_applicable,IVa||| IVb|||IVc,1|||3|||4|||5|||6|||7|||Norvegian_coast,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
101,9363147,Shifts Between Sugar Kelp and Turf Algae in Norway: Regime Shifts or Fluctuations Between Different Opportunistic Seaweed Species?,2019,14886224,https://sysrev.com/p/99278/article/14886224,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
102,9363154,Current frontiers and recommendations for the study of microplastics in seafood,2019,14882340,https://sysrev.com/p/99278/article/14882340,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
103,9363159,Eutrophication: A new wine in an old bottle?,2019,14881744,https://sysrev.com/p/99278/article/14881744,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
104,9363160,Pronounced long-term trends in year-round diet composition of the European shag Phalacrocorax aristotelis,2018,14882200,https://sysrev.com/p/99278/article/14882200,TRUE,NA,NA,Primary_research_article,Global_change,Global_change,NA,Change_trophic_functioning,NA,Seabirds,NA,Population,IVa,3,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
105,9363163,Estimating microplastic-bound intake of hydrophobic organic chemicals by fish using measured desorption rates to artificial gut fluid,2019,14885125,https://sysrev.com/p/99278/article/14885125,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,"Place of study not clear, probably Korea"
106,9363164,"Coming and going – Historical distributions of the European oyster Ostrea edulis Linnaeus, 1758 and the introduced slipper limpet Crepidula fornicata Linnaeus, 1758 in the North Sea",2019,14884862,https://sysrev.com/p/99278/article/14884862,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_biomass_abundance|||Change_distribution,NA,Benthos,NA,Population,IVb|||IVc,6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
107,9363168,Modelling spatial extreme events with environmental applications,2018,14885943,https://sysrev.com/p/99278/article/14885943,FALSE,Non_anthropogenic_driver,NA,Primary_research_article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
108,9363174,Understanding temperature effects on recruitment in the context of trophic mismatch,2019,14885051,https://sysrev.com/p/99278/article/14885051,TRUE,NA,NA,Primary_research_article,Climate_change,Other,climate_change_scenario,Change_phenology|||Change_trophic_functioning,NA,Zooplankton|||Fish,NA,Population,IVb,3,Not_specified,NA,Field_observations_measurement|||Modelling,FALSE,TRUE,Not_tested,NA
109,9363175,Harvesting geo-spatial data on coastal fish assemblages through coordinated citizen science,2018,14881932,https://sysrev.com/p/99278/article/14881932,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,IVb,7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
110,9363181,"Cryptic, alien and lost species: molecular diversity ofUlva sensu latoalong the German coasts of the North and Baltic Seas",2019,14883177,https://sysrev.com/p/99278/article/14883177,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_genetic,NA,Macropthytes,NA,Population,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
111,9363182,"Extreme spatial variation of Sr, Nd and Pb isotopic signatures and 48 element mass fractions in surface sediment of the Elbe River Estuary - Suitable tracers for processes in dynamic environments?",2019,14885489,https://sysrev.com/p/99278/article/14885489,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
112,9363183,Autonomous marine environmental monitoring: Application in decommissioned oil fields,2019,14881304,https://sysrev.com/p/99278/article/14881304,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
113,9363184,Population Dynamics at the Range Margin: Implications of Climate Change on Sublittoral Blue Mussels (Mytilus trossulus),2019,14885299,https://sysrev.com/p/99278/article/14885299,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
114,9363186,The long-term variability of extreme sea levels in the German Bight,2019,14885084,https://sysrev.com/p/99278/article/14885084,TRUE,NA,NA,Primary_research_article,Climate_change,Sea_level_rise,NA,Change_extreme_events,NA,Physical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
115,9363188,Cod and climate: a systems approach for sustainable fisheries management of Atlantic cod (Gadus morhua) in coastal Danish waters,2019,14886625,https://sysrev.com/p/99278/article/14886625,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
116,9363191,"Discussing and Analyzing “Maritime Cohesion” in MSP, to Achieve Sustainability in the Marine Realm",2019,14881015,https://sysrev.com/p/99278/article/14881015,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
117,9363193,Tributyltin: A Bottom–Up Regulator of the Crangon crangon Population?,2019,14885999,https://sysrev.com/p/99278/article/14885999,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Multiple,NA,Benthos,NA,Population,IVb|||IVc,6,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
118,9363196,Levels and trends of tributyltin (TBT) and imposex in dogwhelk (Nucella lapillus) along the Norwegian coastline from 1991 to 2017,2019,14882205,https://sysrev.com/p/99278/article/14882205,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level|||Change_life_history_traits,NA,Benthos,NA,Individual,IVa,Norvegian_coast,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
119,9363197,Emerging per- and polyfluoroalkyl substances (PFASs) in surface water and sediment of the North and Baltic Seas,2019,14886613,https://sysrev.com/p/99278/article/14886613,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties|||Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
120,9363198,Shifting south-eastern North Sea macrofauna community structure since 1986: A response to de-eutrophication and regionally decreasing food supply?,2018,14886330,https://sysrev.com/p/99278/article/14886330,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_diversity,NA,Benthos|||Phytoplankton,NA,Community,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
